rank,title_mal,popularity_score,quality_score,title_parsed,title_at,slug,year,season,synopsis,created_at,updated_at,deleted_at,synonyms,image,id_anime,title_matched,op_counts,ed_counts,total_counts,hardcore
167,Kimi no Suizou wo Tabetai,913987.0,8.55,kimi no suizou wo tabetai,Kimi no Suizou wo Tabetai,kimi_no_suizou_wo_tabetai,2018,Summer,"Spring time in April and the last of the cherry blossoms are still in bloom. The usually aloof bookworm with no interest in others comes across a book in a hospital waiting room. Handwritten on the cover are the words: ""Living with Dying."" He soon discovers that it is a diary kept by his very popular and genuinely cheerful classmate, Sakura Yamauchi, who reveals to him that she is secretly suffering from a pancreatic illness and only has a limited time left. It is at this moment that she gains just one more person to share her secret.<br>
<br>
Trying to maintain a normal life as much as possible, Sakura is determined to live her life to the fullest until the very last day. As her free spirit and unpredictable actions throw him for a loop, his heart begins to gradually change.
<br><br>
(Source: Aniplex USA)",2021-03-27T00:44:04.769816Z,2021-03-28T04:12:20.849893Z,,"['I want to eat your pancreas', 'KimiSui']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/z0ErqF4j2adXLTFBMuNJJJiV9mzM0gCruhkqHZUp.jpg,1511,kimi no suizou wo tabetai,1,1,2,False
169,Kimi ni Todoke,904662.0,8.0,kimi ni todoke,Kimi ni Todoke,kimi_ni_todoke,2009,Fall,"Kuronuma Sawako is completely misunderstood by her classmates. Her timid and sweet demeanor is often mistaken for malicious behavior. This is due to her resemblance to the ghost girl from ""The Ring"", which has led her peers to give her the nickname Sadako. Longing to make friends and live a normal life, she is naturally drawn to Kazehaya Shouta, the most popular guy in class, whose ""100% refreshing"" personality earns him great admiration from Sawako. So when Kazehaya starts talking to her, maybe there is hope for the friendships Sawako has always longed for. Maybe...there is even a little hope for some romance in her future.
",2021-03-27T00:44:04.654007Z,2021-03-28T04:11:24.393747Z,,"['Kimi ni Todoke: From Me to You', 'Reaching You']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/9bawnNdZpbvEOmsJ7Wbytu5worIWsPYTxBjGSWVs.jpg,1507,kimi ni todoke,1,1,2,False
170,Gekkan Shoujo Nozaki-kun,904439.0,7.83,gekkan shoujo nozaki-kun,Gekkan Shoujo Nozaki-kun,gekkan_shoujo_nozaki_kun,2014,Summer,"You know how the story goes: girl crushes on guy, girl confesses feelings to guy, guy mistakes confession for a job application. Okay, maybe that's not how it usually goes, but that's what happens when Chiyo Sakura finally gets up the nerve to tell her classroom crush Nozaki how she feels. Since she doesn't know that he's secretly a manga artist who publishes under a female pen name, and he doesn't know that she doesn't know, he misunderstands and offers her a chance to work as his assistant instead of a date! But while it's not flowers and dancing, it is a chance to get closer to him, so Chiyo gamely accepts. And when Nozaki realizes how useful Chiyo can be in figuring out what girls find romantic, he'll be spending even more time with her ""researching"" while remaining completely clueless. Could Chiyo's romantic frustration possibly get any more drawn out of proportion?
<br><br>
(Source: Sentai Filmworks)",2021-03-27T00:43:47.301936Z,2021-03-28T02:15:25.513214Z,,"[""Monthly Girls' Nozaki-kun""]",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/zJp7DcKKyGice0QUuUGQgtUZZmbHQYi7ylYwYz8z.jpg,869,gekkan shoujo nozaki-kun,1,1,2,False
171,Black Bullet,902199.0,7.09,black bullet,Black Bullet,black_bullet,2014,Spring,"The Gastrea virus spreads like wildfire, causing each infected host to rapidly mutate, gaining new powers and abilities with every stage of development, even while they continue to attack, kill and infect multiple new hosts. Unable to fight a pandemic enemy that turns defenders into adversaries, the shocked remnants of the human race are forced to retreat into cities surrounded by giant monoliths made of Varanium, one of the few materials that can stop the Gastrea. Now mankind's last hope lies in the Cursed Children: young girls infected with the virus who have managed to retain a hold on their humanity. Paired with a partner, they alone have the strength to take on a Gastrea in one-on-one combat. But the very thing that gives them power is a ticking time bomb, so even as they protect humanity, they are also feared and shunned. Are they Girls? Monsters? Or Mankind's Ultimate Salvation?<br>
<br>
(Source: Sentai Filmworks)",2021-03-27T00:43:33.099343Z,2021-03-28T00:35:27.897415Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/T8oB4ykTzvjpqnsiXwNWjcLdmVpis3oGFp9scOwj.jpg,306,black bullet,1,3,4,False
173,Ao Haru Ride,898197.0,7.64,ao haru ride,Ao Haru Ride,ao_haru_ride,2014,Summer,"Yoshioka Futaba has a few reasons why she wants to ""reset"" her image & life as a new high school student. Because she's cute, she was ostracized by her female friends in junior high, and because of a misunderstanding, she couldn't get her feeling across to the one boy she has ever liked, Tanaka-kun.

Now in high school, she is determined to be as unladylike as possible so that her friends won't be jealous of her. While living her life this way contentedly, she meets Tanaka-kun again, but he now goes under the name of Mabuchi Kou. He tells her that he felt the same way as she did when they were younger, but now things can never be the same again. Will Futaba be able to continue her love that never even started from three years ago?
",2021-03-27T00:43:29.162496Z,2021-03-28T00:06:24.239047Z,,"['Blue Spring Ride', 'Aoharaido']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/aFFHA38lzfkLWWdqNCU43juc3jEuGgixGlHulR58.png,142,ao haru ride,1,1,2,False
174,Suzumiya Haruhi no Yuuutsu,896901.0,7.83,suzumiya haruhi no yuuutsu,Suzumiya Haruhi no Yuuutsu,suzumiya_haruhi_no_yuuutsu,2006,Spring,"Kyon, your typical high school student, has long given up his belief in the supernatural. However, upon meeting Haruhi Suzumiya, he quickly finds out that it is the supernatural that she is interested in; aliens, time travelers and espers among other things. When Haruhi laments about the lack of intriguing clubs around school, Kyon inspires Haruhi to form her own club. As a result, the SOS Brigade is formed, a club which specializes in all that is the supernatural.<br><br>
Much to his chagrin, Kyon, along with the silent bookworm, Yuki Nagato, the shy and timid Mikuru Asahina, and the perpetually smiling Itsuki Koizumi, are recruited as members. The story follows the crazy adventures that these four endure under their whimsical leader, Haruhi. The story is based on the light novels by Nagaru Tanigawa.
",2021-03-27T00:44:39.751980Z,2021-03-28T08:23:23.657970Z,,['The Melancholy of Haruhi Suzumiya'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/2KPT8wmxRAGxUoRKhl7kvb4Wq2iXJGPgEVY6rYCL.png,2799,suzumiya haruhi no yuuutsu,2,1,3,False
174,Suzumiya Haruhi no Yuuutsu,896901.0,7.83,suzumiya haruhi no yuuutsu,Suzumiya Haruhi no Yuuutsu,suzumiya_haruhi_no_yuuutsu_2009,2009,Spring,"Kyon has found himself dragged through many adventures as of late—all because of the SOS Brigade club and its excitable leader, Haruhi Suzumiya. He has stopped believing in the supernatural long ago, but after being forced to join this club based solely on that, he has seen things that cannot be explained logically.<br>
<br>
Joining Kyon on his various misadventures is the shy and soft-spoken Mikuru Asahina, the bookish Yuki Nagato, and the ever-cheerful Itsuki Koizumi. Whether it is summer vacation or a school festival, things involving their club and Haruhi herself always end up becoming strange.<br>
<br>
<i>Note:  This is a re-airing of the original Suzumiya Haruhi no Yuuutsu series, taken from the DVD release and aired in chronological order, adding 14 additional episodes with new content. These new episodes are episodes 8 (Bamboo Leaf Rhapsody), 12-19 (Endless Eight), and 20-24 (The Sigh of Suzumiya Haruhi Parts 1-5).",2021-03-27T00:44:39.776897Z,2021-03-28T08:23:34.003531Z,,"['The Melancholy of Haruhi Suzumiya (2009)', 'The Melancholy of Haruhi Suzumiya Season 2']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/iNpedJlacnZeFEnACfq1pyqTi0R5oqs9NbsOXE1e.png,2800,suzumiya haruhi no yuuutsu,1,1,2,False
176,Yakusoku no Neverland 2nd Season,893885.0,5.29,yakusoku no neverland 2nd season,Yakusoku no Neverland 2nd Season,yakusoku_no_neverland_2nd_season,2021,Winter,"The second season of <i>Yakusoku no Neverland</i>.<br>
<br>
Fifteen children escape Grace Field House, a false paradise, hoping for a chance at freedom. Instead, they encounter plants and animals they have never before seen, and are chased by demons. The outside world is so beautiful, and yet is almost too cruel to face.<br><br>

Even so, the children refuse to give up. They are guided in their search for better lives only by a message from Minerva and a pen Norman left behind in order to fulfill their promise to return to the House to save those of their family who are still trapped within.</br><br>

(Source: Aniplex of America)
<br><br>
<i>Note: Episode 1 streamed early on Amazon Prime on Jan 7, 2021. The regular TV broadcast started on Jan 8, 2021.</i>",2021-03-27T00:44:49.144724Z,2021-03-28T09:30:41.636582Z,,['The Promised Neverland 2nd Season'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/Gspbm1xDNeCk4H1qL6ue3LZRsjCqYRe8bTBpiL9d.jpg,3167,yakusoku no neverland 2nd season,1,1,2,False
177,Tensei shitara Slime Datta Ken 2nd Season,893477.0,8.39,tensei shitara slime datta ken 2nd season,Tensei shitara Slime Datta Ken 2nd Season,tensei_shitara_slime_datta_ken_2nd_season,2021,Winter,"The second season of <i>Tensei Shitara Slime Datta Ken</i>.<br>
<br>
Now that the Jura Tempest Alliance is growing even further, they will now be meeting the animal kingdom of Eurazania, reuniting with King Gazel, rising tensions between monsters and humans, and Rimuru encountering the strongest enemy he’s ever faced.<br>
<br>
(Source: Funimation)",2021-03-27T00:44:42.483751Z,2021-03-28T08:42:45.663104Z,,['That Time I Got Reincarnated as a Slime Season 2'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/KMC3Ppu54nByHluy6XrljIrwmv9fAldoyw3Tlck5.jpg,2906,tensei shitara slime datta ken 2nd season,1,1,2,False
179,High School DxD New,891211.0,7.48,high school dxd new,High School DxD New,high_school_dxd_new,2013,Summer,"The devilish haremking Issei Hyoudou is back for more outrageous Oppai Battle Entertainment in the scintillating second season of High School DxD! Fans who like their hardcore action spiked with a double dose of fan service won't be able to pry their eyes off all the scorching supernatural schoolgirls waiting for them in Season Two. So what are you waiting for? Plant yourself in front of the boob tube and watch a harem of devil hotties show you how much fun it is to be bad!<br>
<br>
(Source: FUNimation)<br>
<br>
<i>Episode 1 was previewed at a screening in United Cinema Toyosu, Tokyo on June 29, 2013. Regular broadcasting began on July 7, 2013.<br>
The Blu-ray and DVD Director's Cut includes an extra 3 minutes per episode.</i>",2021-03-27T00:43:54.246917Z,2021-03-28T03:05:30.172225Z,,['High School DxD 2nd Season'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/rfxUJbESuQpFI5XxnLtE2nbpsD66bRbe2UobjGLn.jpg,1141,high school dxd new,2,2,4,False
180,Mahoutsukai no Yome,890890.0,8.06,mahoutsukai no yome,Mahoutsukai no Yome,mahoutsukai_no_yome,2017,Fall,"Chise Hatori has lived a life full of neglect and abuse, devoid of anything resembling love. Far from the warmth of family, she has had her share of troubles and pitfalls. Just when all hope seems lost, a fateful encounter awaits her. When a man with the head of a beast, wielding strange powers, obtains her through a slave auction, Chise's life will never be the same again.
<br><br>
(Source: Seven Seas Entertainment)",2021-03-27T00:44:12.587103Z,2021-03-28T05:04:48.248016Z,,"[""The Ancient Magus' Bride"", ""The Magician's Bride""]",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/ruqX1DvOQeGRf6OHxNePNqxVUnBBR2W0yspZT4HT.png,1795,mahoutsukai no yome,2,3,5,False
181,Baccano!,885904.0,8.37,baccano!,Baccano!,baccano,2007,Summer,"During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York, the ambitious scientist Szilard and his unwilling aide Ennis, are looking for missing bottles of the immortality elixir. In addition, a war between the mafia groups is getting worse. On board the Advena Avis, in 1711, alchemists are about to learn the price of immortality.<br><br>
Based on the award winning light novels of the same name, this anime adaptation follows several events that initially seem unrelated, both in time and place, but are part of a much bigger story&mdash;one of alchemy, survival and immortality. Merging these events together are the kindhearted would-be thieves, Isaac and Miria, connecting various people, all of them with their own hidden ambitions and agendas, and creating lifelong bonds and consequences for everyone involved.<br><br>
(Source: MAL Rewrite)",2021-03-27T00:43:30.818039Z,2021-03-28T00:18:33.027428Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/Zvo2U1ReLdKykG4mJiYkwWRBfJjH8udtUFH2zT7G.jpg,212,baccano!,1,1,2,False
182,Kami no Tou,883228.0,7.55,kami no tou,Kami no Tou,kami_no_tou,2020,Spring,"There is a tower that summons chosen people called ""Regulars"" with the promise of granting their deepest desires. Whether it be wealth, fame, authority, or something that surpasses them all—everything awaits those who reach the top.<br>
<br>
Twenty-Fifth Bam is a boy who had only known a dark cave, a dirty cloth, and an unreachable light his entire life. So when a girl named Rachel came to him through the light, his entire world changed. Becoming close friends with Rachel, he learned various things about the outside world from her. But when Rachel says she must leave him to climb the Tower, his world shatters around him. Vowing to follow after her no matter what it takes, he sets his sight on the tower, and a miracle occurs.<br>
<br>
Thus begins the journey of Bam, a young boy who was not chosen by the Tower but opened its gates by himself. They call his kind ""Irregulars""—beings that have shaken the very foundation of the Tower each time they set foot inside it.
",2021-03-27T00:44:01.737701Z,2021-03-28T03:54:24.884633Z,,['Tower of God'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/izLdQHQBCM987GzzxsVJwFbuVGIp9bm3UbbW29S6.png,1412,kami no tou,2,2,4,False
183,Youjo Senki,881107.0,7.96,youjo senki,Youjo Senki,youjo_senki,2017,Winter,"The novel series centers on a young girl who fights on the frontlines in war. She has blonde hair, blue eyes, and nearly transparent white skin, and she flies through the air and mercilessly strikes down her opponents. Her name is Tanya Degurechaff, and she speaks with a young girl's lisp and commands the army. Tanya used to be one of Japan's elite office workers, but because of a wrathful god, was reborn as a little girl. Tanya prioritizes optimization and career advancement above all, and she will become the most dangerous entity among the Imperial Army's sorcerers.<br>
<br>
(Source: Anime News Network)",2021-03-27T00:44:50.174861Z,2021-03-28T09:38:12.267969Z,,['Saga of Tanya the Evil'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/7yr0qsv2wFLcr1JXK3uyJPm47ZJj2kP8ufInNS3M.png,3208,youjo senki,1,2,3,False
